crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
14377,ECE-7994,Research and Dissertation,R,,1 TO 19,99,DJ Stilwell,(ARR),----- (ARR) -----,TBA,00X,
14378,ECE-7994,Research and Dissertation,R,,1 TO 19,99,C Liu,(ARR),----- (ARR) -----,TBA,00X,
14379,ECE-7994,Research and Dissertation,R,,1 TO 19,99,Y Yang,(ARR),----- (ARR) -----,TBA,00X,
14380,ECE-7994,Research and Dissertation,R,,1 TO 19,99,W Zhou,(ARR),----- (ARR) -----,TBA,00X,
14381,ECE-7994,Research and Dissertation,R,,1 TO 19,99,VA Centeno,(ARR),----- (ARR) -----,TBA,00X,
14382,ECE-7994,Research and Dissertation,R,,1 TO 19,99,Y Yi,(ARR),----- (ARR) -----,TBA,00X,
14383,ECE-7994,Research and Dissertation,R,,1 TO 19,99,P Ben-Tzvi,(ARR),----- (ARR) -----,TBA,00X,
14384,ECE-7994,Research and Dissertation,R,,1 TO 19,99,Q Li,(ARR),----- (ARR) -----,TBA,00X,
14385,ECE-7994,Research and Dissertation,R,,1 TO 19,99,MS Hsiao,(ARR),----- (ARR) -----,TBA,00X,
14386,ECE-7994,Research and Dissertation,R,,1 TO 19,99,J Budhu,(ARR),----- (ARR) -----,TBA,00X,
14387,ECE-7994,Research and Dissertation,R,,1 TO 19,99,JG Tront,(ARR),----- (ARR) -----,TBA,00X,
14388,ECE-7994,Research and Dissertation,R,,1 TO 19,99,Y Zhang,(ARR),----- (ARR) -----,TBA,00X,
14389,ECE-7994,Research and Dissertation,R,,1 TO 19,99,D Dong,(ARR),----- (ARR) -----,TBA,00X,
14390,ECE-7994,Research and Dissertation,R,,1 TO 19,99,H Wang,(ARR),----- (ARR) -----,TBA,00X,
14391,ECE-7994,Research and Dissertation,R,,1 TO 19,99,G Yu,(ARR),----- (ARR) -----,TBA,00X,
14392,ECE-7994,Research and Dissertation,R,,1 TO 19,99,CD Patterson,(ARR),----- (ARR) -----,TBA,00X,
14393,ECE-7994,Research and Dissertation,R,,1 TO 19,99,CB Dietrich,(ARR),----- (ARR) -----,TBA,00X,
14394,ECE-7994,Research and Dissertation,R,,1 TO 19,99,TJ Talty,(ARR),----- (ARR) -----,TBA,00X,
14395,ECE-7994,Research and Dissertation,R,,1 TO 19,99,W Feng,(ARR),----- (ARR) -----,TBA,00X,
14396,ECE-7994,Research and Dissertation,R,,1 TO 19,99,CW Min,(ARR),----- (ARR) -----,TBA,00X,
14397,ECE-7994,Research and Dissertation,R,,1 TO 19,99,S Rahman,(ARR),----- (ARR) -----,TBA,00X,
14398,ECE-7994,Research and Dissertation,R,,1 TO 19,99,D Boroyevich,(ARR),----- (ARR) -----,TBA,00X,
14399,ECE-7994,Research and Dissertation,R,,1 TO 19,99,JM Ruohoniemi,(ARR),----- (ARR) -----,TBA,00X,
14400,ECE-7994,Research and Dissertation,R,,1 TO 19,99,MH Farhood,(ARR),----- (ARR) -----,TBA,00X,
14401,ECE-7994,Research and Dissertation,R,,1 TO 19,99,A Soysal,(ARR),----- (ARR) -----,TBA,00X,
14402,ECE-7994,Research and Dissertation,R,,1 TO 19,99,SS Ha,(ARR),----- (ARR) -----,TBA,00X,
14403,ECE-7994,Research and Dissertation,R,,1 TO 19,99,SC Dunning,(ARR),----- (ARR) -----,TBA,00X,
14404,ECE-7994,Research and Dissertation,R,,1 TO 19,99,R Raghunathan,(ARR),----- (ARR) -----,TBA,00X,
14405,ECE-7994,Research and Dissertation,R,,1 TO 19,99,DS Nikolopoulos,(ARR),----- (ARR) -----,TBA,00X,
14406,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14407,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14408,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14409,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14410,ECE-7994,Research and Dissertation,R,,1 TO 19,99,EA Fox,(ARR),----- (ARR) -----,TBA,00X,
14411,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14412,ECE-7994,Research and Dissertation,R,,1 TO 19,99,L Liu,(ARR),----- (ARR) -----,TBA,00X,
14413,ECE-7994,Research and Dissertation,R,,1 TO 19,99,PA Tarazaga,(ARR),----- (ARR) -----,TBA,00X,
14414,ECE-7994,Research and Dissertation,R,,1 TO 19,99,AM Boker,(ARR),----- (ARR) -----,TBA,00X,
14415,ECE-7994,Research and Dissertation,R,,1 TO 19,99,PK Ampadu,(ARR),----- (ARR) -----,TBA,00X,
14416,ECE-7994,Research and Dissertation,R,,1 TO 19,99,RK Williams,(ARR),----- (ARR) -----,TBA,00X,
14417,ECE-7994,Research and Dissertation,R,,1 TO 19,99,GD Earle,(ARR),----- (ARR) -----,TBA,00X,
14418,ECE-7994,Research and Dissertation,R,,1 TO 19,99,RP Broadwater,(ARR),----- (ARR) -----,TBA,00X,
14419,ECE-7994,Research and Dissertation,R,,1 TO 19,99,KB Kochersberger,(ARR),----- (ARR) -----,TBA,00X,
14420,ECE-7994,Research and Dissertation,R,,1 TO 19,99,M Manteghi,(ARR),----- (ARR) -----,TBA,00X,
14421,ECE-7994,Research and Dissertation,R,,1 TO 19,99,ES Lind,(ARR),----- (ARR) -----,TBA,00X,
14422,ECE-7994,Research and Dissertation,R,,1 TO 19,99,X Jia,(ARR),----- (ARR) -----,TBA,00X,
14423,ECE-7994,Research and Dissertation,R,,1 TO 19,99,WA Scales,(ARR),----- (ARR) -----,TBA,00X,
14424,ECE-7994,Research and Dissertation,R,,1 TO 19,99,RM Buehrer,(ARR),----- (ARR) -----,TBA,00X,
14425,ECE-7994,Research and Dissertation,R,,1 TO 19,99,YT Hou,(ARR),----- (ARR) -----,TBA,00X,
14426,ECE-7994,Research and Dissertation,R,,1 TO 19,99,JS Lai,(ARR),----- (ARR) -----,TBA,00X,
14427,ECE-7994,Research and Dissertation,R,,1 TO 19,99,LJ Guido,(ARR),----- (ARR) -----,TBA,00X,
14428,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14429,ECE-7994,Research and Dissertation,R,,1 TO 19,99,M Ghassemi,(ARR),----- (ARR) -----,TBA,00X,
14430,ECE-7994,Research and Dissertation,R,,1 TO 19,99,RM Gerdes,(ARR),----- (ARR) -----,TBA,00X,
14431,ECE-7994,Research and Dissertation,R,,1 TO 19,99,J Huang,(ARR),----- (ARR) -----,TBA,00X,
14432,ECE-7994,Research and Dissertation,R,,1 TO 19,99,H Zeng,(ARR),----- (ARR) -----,TBA,00X,
14433,ECE-7994,Research and Dissertation,R,,1 TO 19,99,W Saad,(ARR),----- (ARR) -----,TBA,00X,
14434,ECE-7994,Research and Dissertation,R,,1 TO 19,99,HS Dhillon,(ARR),----- (ARR) -----,TBA,00X,
14435,ECE-7994,Research and Dissertation,R,,1 TO 19,99,WC Headley,(ARR),----- (ARR) -----,TBA,00X,
14436,ECE-7994,Research and Dissertation,R,,1 TO 19,99,CM Dimarino,(ARR),----- (ARR) -----,TBA,00X,
14437,ECE-7994,Research and Dissertation,R,,1 TO 19,99,CA Woolsey,(ARR),----- (ARR) -----,TBA,00X,
14438,ECE-7994,Research and Dissertation,R,,1 TO 19,99,A Mehrizi-Sani,(ARR),----- (ARR) -----,TBA,00X,
14439,ECE-7994,Research and Dissertation,R,,1 TO 19,99,R Mueller,(ARR),----- (ARR) -----,TBA,00X,
14440,ECE-7994,Research and Dissertation,R,,1 TO 19,99,TC Poon,(ARR),----- (ARR) -----,TBA,00X,
14441,ECE-7994,Research and Dissertation,R,,1 TO 19,99,R Jia,(ARR),----- (ARR) -----,TBA,00X,
14442,ECE-7994,Research and Dissertation,R,,1 TO 19,99,TT Doan,(ARR),----- (ARR) -----,TBA,00X,
14443,ECE-7994,Research and Dissertation,R,,1 TO 19,99,MT Jones,(ARR),----- (ARR) -----,TBA,00X,
14444,ECE-7994,Research and Dissertation,R,,1 TO 19,99,RA Burdisso,(ARR),----- (ARR) -----,TBA,00X,
14445,ECE-7994,Research and Dissertation,R,,1 TO 19,99,SW Ellingson,(ARR),----- (ARR) -----,TBA,00X,
14446,ECE-7994,Research and Dissertation,R,,1 TO 19,99,A Safaai-Jazi,(ARR),----- (ARR) -----,TBA,00X,
14447,ECE-7994,Research and Dissertation,R,,1 TO 19,99,CL Wyatt,(ARR),----- (ARR) -----,TBA,00X,
14448,ECE-7994,Research and Dissertation,R,,1 TO 19,99,JS Ransbottom,(ARR),----- (ARR) -----,TBA,00X,
14449,ECE-7994,Research and Dissertation,R,,1 TO 19,99,J Xuan,(ARR),----- (ARR) -----,TBA,00X,
14450,ECE-7994,Research and Dissertation,R,,1 TO 19,99,PE Plassmann,(ARR),----- (ARR) -----,TBA,00X,
14451,ECE-7994,Research and Dissertation,R,,1 TO 19,99,LM Mili,(ARR),----- (ARR) -----,TBA,00X,
14452,ECE-7994,Research and Dissertation,R,,1 TO 19,99,MK Hudait,(ARR),----- (ARR) -----,TBA,00X,
14453,ECE-7994,Research and Dissertation,R,,1 TO 19,99,SM Bailey,(ARR),----- (ARR) -----,TBA,00X,
14454,ECE-7994,Research and Dissertation,R,,1 TO 19,99,JH Reed,(ARR),----- (ARR) -----,TBA,00X,
14455,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14456,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14457,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14458,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14459,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14460,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14461,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14462,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14463,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14464,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14465,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14466,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14467,ECE-7994,Research and Dissertation,R,,1 TO 19,99,JM Paul,(ARR),----- (ARR) -----,TBA,00X,
14468,ECE-7994,Research and Dissertation,R,,1 TO 19,99,TL Martin,(ARR),----- (ARR) -----,TBA,00X,
14469,ECE-7994,Research and Dissertation,R,,1 TO 19,99,Y Xu,(ARR),----- (ARR) -----,TBA,00X,
14470,ECE-7994,Research and Dissertation,R,,1 TO 19,99,W Xiong,(ARR),----- (ARR) -----,TBA,00X,
14471,ECE-7994,Research and Dissertation,R,,1 TO 19,99,L Shao,(ARR),----- (ARR) -----,TBA,00X,
14472,ECE-7994,Research and Dissertation,R,,1 TO 19,99,MY Lanzerotti,(ARR),----- (ARR) -----,TBA,00X,
14473,ECE-7994,Research and Dissertation,R,,1 TO 19,99,A Butt,(ARR),----- (ARR) -----,TBA,00X,
14474,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14475,ECE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14476,ECE-7994,Research and Dissertation,R,,1 TO 19,99,YJ Wang,(ARR),----- (ARR) -----,TBA,00X,
14477,ECE-7994,Research and Dissertation,R,,1 TO 19,99,L Nazhandali,(ARR),----- (ARR) -----,TBA,00X,
14478,ECE-7994,Research and Dissertation,R,,1 TO 19,99,FA Batarseh,(ARR),----- (ARR) -----,TBA,00X,
14479,ECE-7994,Research and Dissertation,R,,1 TO 19,99,RC Marchany,(ARR),----- (ARR) -----,TBA,00X,
14480,ECE-7994,Research and Dissertation,R,,1 TO 19,99,AA Beex,(ARR),----- (ARR) -----,TBA,00X,
14481,ECE-7994,Research and Dissertation,R,,1 TO 19,99,A Wang,(ARR),----- (ARR) -----,TBA,00X,
14482,ECE-7994,Research and Dissertation,R,,1 TO 19,99,R Burgos,(ARR),----- (ARR) -----,TBA,00X,
14483,ECE-7994,Research and Dissertation,R,,1 TO 19,99,AL Abbott,(ARR),----- (ARR) -----,TBA,00X,
14484,ECE-7994,Research and Dissertation,R,,1 TO 19,99,HA Rakha,(ARR),----- (ARR) -----,TBA,00X,
14485,ECE-7994,Research and Dissertation,R,,1 TO 19,99,A Stavrou,(ARR),----- (ARR) -----,TBA,00X,
14486,ECE-7994,Research and Dissertation,R,,1 TO 19,99,M Jin,(ARR),----- (ARR) -----,TBA,00X,
14487,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,RK Williams,(ARR),----- (ARR) -----,ONLINE,00X,
14488,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14489,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,AJ Michaels,(ARR),----- (ARR) -----,ONLINE,00X,
14490,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,AI Zaghloul,(ARR),----- (ARR) -----,ONLINE,00X,
14491,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14492,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,LM Mili,(ARR),----- (ARR) -----,ONLINE,00X,
14493,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14494,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14495,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Q Li,(ARR),----- (ARR) -----,ONLINE,00X,
14496,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14497,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14498,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14499,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14500,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14501,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14502,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14503,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
14504,ECE-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Y Yi,(ARR),----- (ARR) -----,ONLINE,00X,
14552,ECON-1104,Economics of Gender,L,Face-to-Face Instruction,3,30,Z Yang,M W,2:30PM,3:45PM,ROB 116,14M
14553,ECON-1204,Economics of Race,L,Face-to-Face Instruction,3,35,Z Yang,M W,5:30PM,6:45PM,ROB 116,17M
14554,ECON-1214,Econ Hist: Diversity&Inclusion,L,Face-to-Face Instruction,3,0,Staff,T R,5:00PM,6:15PM,NCB 130A,17T
14555,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,0,Staff,M W F,9:05AM,9:55AM,TBA,09M
14556,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,50,Staff,M W F,12:20PM,1:10PM,PAM 31,12M
14557,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,50,Staff,M W F,10:10AM,11:00AM,PAM 2003,10M
14558,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,50,B Owusu-Brown,M W F,12:20PM,1:10PM,DER 3081,12M
14559,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,546,P Tantihkarnchana,M W F,9:05AM,9:55AM,GLCDB 64,09M
14560,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,30,Staff,M W F,9:05AM,9:55AM,PAM 2003,09M
14561,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,110,P Tantihkarnchana,M W F,11:15AM,12:05PM,PAM 30,11M
14562,ECON-2005,Principles of Economics,L,Face-to-Face Instruction,3,500,JJ Wooten,M W F,1:25PM,2:15PM,SQUIR COLNL,13M
20811,ECON-2005,Principles of Economics,L,,3,50,Staff,M W F,11:15AM,12:05PM,DER 3081,11M
20812,ECON-2005,Principles of Economics,L,,3,0,Staff,M W F,1:25PM,2:15PM,TBA,13M
20952,ECON-2005,Principles of Economics,ONLINE COURSE - VL,Online: Asynchronous,3,75,ES Perdue,(ARR),----- (ARR) -----,ONLINE,00X,
14566,ECON-2006,Principles of Economics,L,Face-to-Face Instruction,3,150,GH Gebremariam,M W F,12:20PM,1:10PM,NCB 360,12M
14568,ECON-2006,Principles of Economics,L,Face-to-Face Instruction,3,150,MY Liu,M W F,11:15AM,12:05PM,TORG 3100,11M
14569,ECON-2006,Principles of Economics,L,Face-to-Face Instruction,3,150,GH Gebremariam,M W F,1:25PM,2:15PM,NCB 360,13M
21531,ECON-2006,Principles of Economics,L,Face-to-Face Instruction,3,150,MY Liu,M W F,10:10AM,11:00AM,NCB 360,10M
21617,ECON-2006,Principles of Economics,L,Face-to-Face Instruction,3,70,GH Gebremariam,M W F,11:15AM,12:05PM,DER 3083,11M
14570,ECON-2006,Principles of Economics,ONLINE COURSE - VL,Online: Asynchronous,3,75,Z Yang,(ARR),----- (ARR) -----,ONLINE,00X,
14571,ECON-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14572,ECON-2974H,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14573,ECON-2974H,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14574,ECON-2994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14575,ECON-3024,Economic Justice,L,Face-to-Face Instruction,3,30,TN Tideman,M W F,10:10AM,11:00AM,PAM 1002,10M
20946,ECON-3034,Poverty and Discrimination,L,,3,0,Staff,T R,12:30PM,1:45PM,TBA,12T
14576,ECON-3054,Introduction to Forecasting,L,Face-to-Face Instruction,3,35,RA Ashley,M W F,12:20PM,1:10PM,PAM 1001,12M
14577,ECON-3104,Microeconomic Theory,L,Face-to-Face Instruction,3,30,RD Cothren,T R,11:00AM,12:15PM,PAM 2001,11T
14578,ECON-3104,Microeconomic Theory,L,Face-to-Face Instruction,3,30,RD Cothren,T R,9:30AM,10:45AM,PAM 3010,09T
14579,ECON-3104,Microeconomic Theory,L,Face-to-Face Instruction,3,30,Staff,T R,5:00PM,6:15PM,PAM 3001,17T
14580,ECON-3134,Choice and Behavior,L,Face-to-Face Instruction,3,45,CH Chan,T,6:30PM,9:30PM,DER 1076,18T
14581,ECON-3154,Managerial Economics,L,Face-to-Face Instruction,3,30,KP Tsang,T R,2:00PM,3:15PM,PAM 1002,14T
14582,ECON-3204,Macroeconomic Theory,L,Face-to-Face Instruction,3,30,N Das,T R,11:00AM,12:15PM,DER 1084,11T
20953,ECON-3204,Macroeconomic Theory,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,30,S Luo,T R,9:30AM,10:45AM,ONLINE,09T
14585,ECON-3214,Money and Banking,L,Face-to-Face Instruction,3,25,MY Liu,M W F,1:25PM,2:15PM,PAM 1002,13M
14586,ECON-3254,Analysis of Economic Data,L,Face-to-Face Instruction,3,40,SE Barrera,T R,12:30PM,1:45PM,PAM 1003,12T
20844,ECON-3314,Middle East Economics,L,,3,0,Staff,M W,2:30PM,3:45PM,TBA,14M
20845,ECON-4124,Growth and Development,L,,3,0,Staff,T R,3:30PM,4:45PM,TBA,15T
21528,ECON-4214,Economics of Health Care,L,Face-to-Face Instruction,3,30,X Lin,T R,12:30PM,1:45PM,PAM 3010,12T
14588,ECON-4304,Econometric Methods,L,Face-to-Face Instruction,3,40,RA Ashley,T R,3:30PM,4:45PM,PAM 1003,15T
14589,ECON-4314,Big Data Economics,L,Face-to-Face Instruction,3,20,A Habibnia,W,6:00PM,8:30PM,DDS 240,18W
14590,ECON-4424,Theo Games  Econ Beh,L,Face-to-Face Instruction,3,45,AS Mahmud,T R,12:30PM,1:45PM,DER 1076,12T
14591,ECON-4434,Experimental Economics,L,Face-to-Face Instruction,3,25,AC Smith,T R,11:00AM,12:15PM,DAV 201,11T
14592,ECON-4614,R Programming in Economics,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,26,JM Breuer,W,6:00PM,7:00PM,ONLINE,18W
,,,,* Additional Times *,(ARR),----- (ARR) -----,ONLINE,,,,,
14593,ECON-4754,Internship,L,,1 TO 3,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
21448,ECON-4754,Internship,L,,1 TO 3,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
21449,ECON-4754,Internship,L,Face-to-Face Instruction,1 TO 3,0,Staff,W,2:30PM,5:15PM,TBA,00X
14594,ECON-4964,Field Study,L,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14595,ECON-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14596,ECON-4974H,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14597,ECON-4974H,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
21910,ECON-4984,SS:STAT Learn&Infernce in Econ,L,Face-to-Face Instruction,3,25,B Zhou,T R,2:00PM,3:15PM,DER 1084,14T
21911,ECON-4984,SS: Economics of Crime,L01,Face-to-Face Instruction,3,25,JJ Wooten,M W F,11:15AM,12:05PM,HOLD 244,11M
21912,ECON-4984,SS: Economics of Immigration,L02,Face-to-Face Instruction,3,25,SE Barrera,T R,2:00PM,3:15PM,DAV 325,14T
14598,ECON-4994,Undergraduate Research,R,,1 TO 19,0,SB Ball,(ARR),----- (ARR) -----,TBA,00X,
14599,ECON-4994,Undergraduate Research,R,,1 TO 19,0,AC Smith,(ARR),----- (ARR) -----,TBA,00X,
14600,ECON-4994,Undergraduate Research,R,,1 TO 19,0,X Lin,(ARR),----- (ARR) -----,TBA,00X,
14601,ECON-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14602,ECON-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14603,ECON-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14604,ECON-4994H,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14605,ECON-4994H,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
14606,ECON-5006,Prices and Markets,L,Face-to-Face Instruction,3,30,AS Mahmud,T R,3:30PM,4:45PM,PAM 1002,15T
14607,ECON-5015,Money and Price Level,L,Face-to-Face Instruction,3,30,N Bose,M,5:30PM,8:00PM,PAM 3010,17M
14608,ECON-5126,Empirical Economics,L,Face-to-Face Instruction,3,32,K Moeltner,T R,9:30AM,10:45AM,MCB 216,09T
14609,ECON-5314G,Advanced Big Data Economics,L,Face-to-Face Instruction,3,10,A Habibnia,W,6:00PM,8:30PM,DDS 240,18W
21982,ECON-5945,Econometric Theory & Practice,L,Face-to-Face Instruction,3,5,B Zhou,T R,2:00PM,3:15PM,DER 1084,14T
14610,ECON-5964,Experimental Economics,L,Face-to-Face Instruction,3,20,SB Ball,M W,2:30PM,3:45PM,PAM 3001,14M
14611,ECON-5974,Independent Study,I,,1 TO 19,9999,Staff,(ARR),----- (ARR) -----,TBA,00X,
21909,ECON-5984,SS: Graduate Instructor Wrkshp,L,Face-to-Face Instruction,1,20,P Tantihkarnchana,M,2:30PM,3:20PM,MCB 216,00X
14612,ECON-5994,Research and Thesis,R,,1 TO 19,9999,Staff,(ARR),----- (ARR) -----,TBA,00X,
14613,ECON-6004,Strategic Behavior,L,Face-to-Face Instruction,3,25,H Tzavellas,T R,5:30PM,8:00PM,PAM 2001,17T
14614,ECON-6024,Adv Top Ecnmetric Thy,L,Face-to-Face Instruction,3,25,A Spanos,T R,8:00AM,9:15AM,PAM 1010,08T
21530,ECON-6054,Development Economics,L,Face-to-Face Instruction,3,0,Staff,R,5:00PM,7:30PM,PAM 3010,17R
14616,ECON-6614,Phil Foundations Econometrics,L,Face-to-Face Instruction,3,25,A Spanos,T R,2:00PM,3:15PM,PAM 2001,14T
14617,ECON-6994,Research Seminar,L,Face-to-Face Instruction,1,60,HH Haller,M W F,4:00PM,5:25PM,PAM 31,00X
14618,ECON-7994,Research and Dissertation,R,,1 TO 19,9999,Staff,(ARR),----- (ARR) -----,TBA,00X,
21596,EDCI-1004,Prof Dispositions in Elem Ed,L,Face-to-Face Instruction,3,25,H Al Dirani,T R,5:00PM,6:15PM,SEITZ 207,17T
14619,EDCI-2004,Exploring Teaching Profession,L,Face-to-Face Instruction,3,35,NA Bradley,T R,11:00AM,12:15PM,PAM 1001,11T
14620,EDCI-2574,Social Foundations Education,L,Hybrid (F2F & Online Instruc.),3,30,BD Hunt,R,11:00AM,12:15PM,PAM 3010,11R
,,,,* Additional Times *,T,11:00AM,12:15PM,ONLINE,,,,
14621,EDCI-2574,Social Foundations Education,L,Face-to-Face Instruction,3,30,JD Thompson,M W F,12:20PM,1:10PM,PAM 3010,12M
14622,EDCI-2574,Social Foundations Education,L,Face-to-Face Instruction,3,30,JD Thompson,M W F,11:15AM,12:05PM,PAM 2001,11M
14623,EDCI-2614,The Reading Mind,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,20,HA Mesmer,T R,5:00PM,6:15PM,ONLINE,17T
14626,EDCI-3024,Issues of Schooling in the US,L,Face-to-Face Instruction,3,25,M Coleman,T R,11:00AM,12:15PM,HOLD 224,11T
14627,EDCI-3144,Educ Excptnl Learners,L,Face-to-Face Instruction,3,25,TO Williams,M W,4:00PM,5:15PM,WAL 244,16M
14628,EDCI-3144,Educ Excptnl Learners,L,Face-to-Face Instruction,3,25,TO Williams,M W,2:30PM,3:45PM,DAV 325,14M
21162,EDCI-3144,Educ Excptnl Learners,L,Hybrid (F2F & Online Instruc.),3,0,BS Billingsley,M,4:00PM,5:15PM,GOODW 241,16M
,,,,* Additional Times *,W,4:00PM,5:15PM,ONLINE,,,,
21170,EDCI-3334,Teaching LA in Elem Classroom,L,Face-to-Face Instruction,4,30,DJ Fortune,R,1:00PM,3:50PM,DER 1096,13R
21171,EDCI-3354,STEM in Elementary Schools,L,Face-to-Face Instruction,3,24,DF Goldsberry,T,1:00PM,3:50PM,DER 1096,13T
